Age,Gender,Marital_Status,Education,Employment_Type,Years_Employed,Applicant_Income,CoApplicant_Income,CIBIL_Score,Existing_Debt,Property_Value,Loan_Amount,Loan_Term,Loan_Status
37,Male,Single,Postgraduate,SelfEmployed,20,197883,60690,624,780163,7843072,1478542,180,1
46,Male,Married,HighSchool,Salaried,25,145765,56424,860,111686,1311471,311539,360,1
47,Female,Married,HighSchool,Business,4,73050,67738,306,4574188,5369242,459550,120,0
56,Female,Single,HighSchool,SelfEmployed,1,81093,28997,528,2403309,7146851,1585357,360,0
32,Male,Single,Graduate,Salaried,11,15187,18448,650,228562,9129876,2779679,60,0
35,Male,Single,HighSchool,Business,2,62481,24465,808,3191177,8407586,1983537,60,0
57,Female,Married,Postgraduate,Business,20,110456,12623,789,1487266,4330371,2577952,240,0
32,Male,Single,HighSchool,SelfEmployed,4,175427,17202,655,250796,6228780,2934975,60,1
31,Male,Single,Graduate,Business,23,82434,18535,457,2898033,9066205,2514909,180,0
45,Female,Single,Graduate,SelfEmployed,11,183200,42364,572,3930609,5570754,1417362,60,0
50,Male,Married,Graduate,SelfEmployed,8,54690,73695,534,607486,3531777,2782358,120,0
41,Male,Single,Postgraduate,Salaried,8,22096,94785,564,2235626,6300485,824115,180,0
35,Male,Married,HighSchool,Business,7,168266,23777,372,4354561,626316,1868536,240,0
24,Male,Married,Postgraduate,SelfEmployed,12,65908,48863,454,3225117,3490438,2022937,240,0
21,Male,Single,Graduate,Salaried,14,109874,30836,528,4623259,4229281,815750,180,0
35,Male,Single,Graduate,SelfEmployed,15,111211,24115,318,3495611,3578153,2911335,120,0
27,Female,Married,HighSchool,Business,0,63511,42547,655,1079435,7295995,1982813,60,0
43,Female,Married,Postgraduate,SelfEmployed,19,34866,7776,392,1209836,6285387,1514964,360,0
31,Female,Married,Postgraduate,SelfEmployed,7,79397,35526,634,793003,9583178,1882007,120,0
56,Male,Married,Graduate,SelfEmployed,29,80554,23747,364,2657063,8562155,563571,180,0
50,Male,Single,HighSchool,Salaried,28,29933,34924,604,663708,9983550,2092986,180,0
28,Female,Married,Postgraduate,SelfEmployed,20,95804,31429,609,2504633,671990,619397,180,0
43,Male,Married,Postgraduate,Business,6,132132,11523,477,4857403,8394420,2973897,120,0
51,Male,Single,HighSchool,SelfEmployed,15,125740,23781,317,4188640,6393362,1466178,120,0
31,Male,Married,HighSchool,Business,5,78021,6269,680,4562579,7165241,762209,60,0
44,Female,Single,Postgraduate,Business,16,78702,98478,782,4911217,842518,440121,60,1
56,Male,Single,Postgraduate,Business,10,137134,72768,616,4168009,8767352,1928039,60,0
53,Male,Married,HighSchool,SelfEmployed,15,44319,67378,691,4783716,1365520,2795651,120,0
41,Female,Married,HighSchool,Business,1,124412,80669,695,2067530,9970474,532200,120,0
28,Male,Married,Postgraduate,Business,22,49053,31147,731,3322966,5129372,1723258,360,0
23,Male,Married,HighSchool,SelfEmployed,27,69660,96818,808,3841291,7260120,2500676,120,0
36,Male,Single,Postgraduate,SelfEmployed,9,72653,75781,690,3015457,1659235,2113070,360,0
29,Male,Single,Postgraduate,Business,4,108086,8129,665,2646843,4942380,2857524,240,0
48,Male,Single,HighSchool,Business,7,16996,91070,766,3370306,5501465,351970,180,1
38,Male,Single,Postgraduate,Business,7,89366,2043,384,4431277,7590898,431306,180,0
40,Female,Single,Graduate,SelfEmployed,11,150275,73387,338,4311386,7665783,1403362,180,0
53,Male,Married,Graduate,Business,17,192887,60747,301,760884,918875,838239,60,0
45,Female,Single,HighSchool,Salaried,14,195483,83075,535,2158338,6400342,2340196,180,0
58,Female,Married,Postgraduate,Salaried,2,63033,9406,516,3735796,3404841,996031,360,0
49,Male,Single,Postgraduate,Business,10,132812,79911,485,2448340,3314539,281187,240,0
49,Male,Married,Postgraduate,SelfEmployed,2,75838,91669,508,1238491,3401436,2122821,240,0
25,Female,Married,Graduate,Salaried,10,42051,72419,793,946409,8055943,868770,180,1
33,Male,Single,Postgraduate,Business,17,105919,49360,724,4701655,1209353,1752316,240,0
34,Male,Single,Graduate,Business,29,22415,86235,858,3557239,4306653,2497327,120,0
49,Female,Single,HighSchool,SelfEmployed,23,101487,34473,648,2472813,2958933,2287049,60,0
39,Female,Married,Postgraduate,Business,0,198045,17564,493,3382778,2264425,279486,60,0
59,Male,Single,HighSchool,Salaried,6,181962,70208,856,770672,2304267,202964,60,1
46,Female,Married,Postgraduate,Business,21,53234,68659,894,1349062,1289067,1716237,120,0
59,Male,Single,HighSchool,Business,23,101204,44591,873,3571408,9506979,527215,240,1
25,Male,Married,HighSchool,Business,16,74880,72276,329,5808,4364428,2385526,120,0
49,Female,Single,Postgraduate,Salaried,6,183902,55740,392,690953,5663795,1667353,360,0
29,Female,Married,Graduate,SelfEmployed,5,119751,51502,491,3135148,2598448,1810785,120,0
32,Male,Married,HighSchool,Business,14,148159,91235,807,3304748,6817299,1894383,120,1
57,Male,Single,Graduate,Business,0,180686,48264,340,1123235,6957920,409147,60,0
21,Female,Single,Postgraduate,SelfEmployed,10,85490,6217,455,3398506,4924729,2279761,240,0
34,Male,Single,HighSchool,SelfEmployed,28,39222,90379,368,688111,6782989,1683135,120,0
25,Male,Single,Graduate,Salaried,25,45158,76389,882,4652530,526832,2930861,60,0
30,Male,Single,Graduate,Business,15,41900,20154,804,704374,8053505,408134,240,0
27,Male,Married,HighSchool,SelfEmployed,25,25505,32421,617,2624609,1563675,1284343,240,0
22,Female,Married,Graduate,Business,10,73479,79724,313,3962458,6992891,2467830,60,0
29,Male,Married,Graduate,SelfEmployed,23,61106,94498,321,398971,9466598,435033,360,0
54,Female,Married,Graduate,Business,14,78254,63841,798,2715369,5624818,2241479,120,0
29,Male,Single,Graduate,Business,26,104490,87911,523,2391061,5138296,857514,180,0
46,Female,Married,Graduate,Business,10,48592,93772,390,536042,1358402,2032404,60,0
34,Male,Married,HighSchool,Business,27,33921,99713,419,579908,5699571,680057,180,0
44,Female,Single,Graduate,Business,21,115122,8466,848,2875171,2743390,1573318,180,0
32,Female,Married,HighSchool,SelfEmployed,0,50278,1823,555,3962781,9743496,1457433,60,0
22,Female,Single,HighSchool,SelfEmployed,11,144006,73099,862,2498607,5770224,445577,60,1
26,Male,Single,Postgraduate,Salaried,15,168150,37863,358,2757422,3224909,2807535,360,0
46,Female,Single,HighSchool,Salaried,22,34921,44012,681,1779254,5557765,1485450,120,0
53,Male,Single,HighSchool,Salaried,6,163750,60238,820,2466022,9767563,1654309,120,1
35,Female,Married,HighSchool,Business,2,92454,50419,720,4444590,1713799,1341723,240,0
25,Male,Single,HighSchool,SelfEmployed,7,161206,12045,328,2751624,4934757,2963849,240,0
48,Male,Married,Postgraduate,Salaried,2,49891,76067,756,3050885,4672404,456392,60,0
33,Female,Single,Graduate,Business,8,132658,40628,303,3901449,1958736,569039,240,0
43,Female,Single,Graduate,Business,18,71025,19069,527,3672330,6762018,2594203,360,0
50,Female,Single,HighSchool,Salaried,29,180455,33799,468,3634073,5658916,1867748,360,0
25,Female,Single,Graduate,Business,6,193757,15647,359,2655359,8717982,2001737,180,0
25,Male,Married,HighSchool,Salaried,15,165835,59110,644,1350278,1742737,1451936,120,0
32,Male,Single,HighSchool,Business,15,78217,16359,894,3487202,4538543,1352015,60,0
52,Male,Married,Graduate,Business,22,33876,32863,643,291530,3083946,2201523,240,0
38,Female,Married,Graduate,Business,13,152049,33369,340,2399182,5053306,414808,120,0
25,Female,Married,HighSchool,SelfEmployed,0,86126,12610,492,4293115,826944,2427689,240,0
23,Male,Married,Graduate,SelfEmployed,5,54198,19924,771,3671674,1258195,1056165,240,0
21,Female,Single,Postgraduate,Business,8,26165,9038,761,559959,2143582,961257,120,0
21,Female,Married,Graduate,Business,1,49497,37685,573,337644,4155376,2570173,120,0
49,Male,Single,Graduate,Business,9,94503,57976,861,384552,9902155,972772,240,1
59,Male,Single,HighSchool,SelfEmployed,0,129359,38298,881,4509803,7836706,2231130,120,0
52,Male,Married,HighSchool,SelfEmployed,22,179158,89642,767,2731923,5787627,1998095,360,1
30,Male,Single,Postgraduate,Business,27,87331,6758,539,1571900,3770447,2687879,360,0
37,Female,Single,Postgraduate,Salaried,25,81888,85170,426,718795,5711033,1178496,180,0
49,Male,Married,Graduate,Salaried,3,149435,93916,382,1271587,5338360,2265733,240,0
31,Male,Married,Postgraduate,Salaried,23,150336,56588,636,3368689,2797017,2793850,120,0
53,Male,Married,HighSchool,Business,26,25595,33754,889,2682318,7783866,2271575,120,0
28,Male,Married,Graduate,Salaried,25,147344,43379,625,4460453,2331378,2280096,120,0
25,Female,Single,Graduate,Salaried,25,176813,30127,568,1858833,8714426,1482967,60,0
46,Male,Married,Postgraduate,Business,27,37611,84261,430,2870217,8296602,1864779,240,0
47,Female,Married,Postgraduate,SelfEmployed,2,78816,60323,695,162493,4055609,991684,120,1
30,Female,Single,HighSchool,Salaried,23,171898,88667,649,41490,6096869,2829271,60,1
59,Male,Single,Graduate,SelfEmployed,25,123011,63422,553,1825616,1837488,1066513,180,0
33,Male,Married,Graduate,Business,27,161351,11702,315,4329200,6825415,860723,180,0
53,Female,Single,Postgraduate,SelfEmployed,4,17117,561,475,2234878,6950297,275271,120,0
29,Female,Single,Graduate,Salaried,18,111116,78327,841,1668212,6373292,347697,120,1
23,Female,Married,Graduate,SelfEmployed,27,67638,93756,564,3135554,1181054,2960750,240,0
37,Male,Single,HighSchool,Salaried,10,30036,78887,430,2046641,2620832,2600103,60,0
37,Female,Single,Graduate,Business,1,145222,77115,476,2923612,7285771,531617,240,0
41,Male,Married,Graduate,SelfEmployed,28,19960,45177,343,3304230,9534939,1049040,360,0
22,Male,Married,Postgraduate,Business,8,85665,33571,402,1887117,8131982,1931444,360,0
33,Male,Married,Graduate,Salaried,8,166094,18927,831,3368299,6653557,1355922,360,1
55,Female,Married,Graduate,Business,23,64376,7356,521,1515451,5189298,1011307,60,0
28,Female,Married,Graduate,SelfEmployed,29,125749,63614,816,2444247,8929367,2867907,60,0
47,Female,Married,Graduate,Business,1,173986,17769,784,541487,8096452,1326124,60,1
47,Female,Single,HighSchool,SelfEmployed,25,23602,44530,408,957602,7738782,427423,360,0
37,Female,Single,HighSchool,SelfEmployed,26,100259,92639,816,4619184,3632415,1102354,180,1
22,Female,Single,HighSchool,SelfEmployed,17,73416,54148,788,1172485,7092203,944503,60,1
23,Male,Married,HighSchool,Business,17,80318,40326,628,4249231,7215447,1692712,60,0
55,Female,Single,HighSchool,Salaried,4,38755,46356,767,2815492,6058968,2258918,60,0
45,Male,Married,Postgraduate,Salaried,27,53890,92285,741,4526908,4778315,2404660,360,0
40,Male,Married,Graduate,Salaried,13,38916,94681,535,518368,4960903,1863751,180,0
35,Male,Single,HighSchool,SelfEmployed,7,126990,60279,317,2030231,4340828,444038,360,0
28,Male,Married,Graduate,Salaried,8,45439,3019,671,282492,6973192,1517114,360,0
35,Female,Single,Postgraduate,SelfEmployed,29,189360,35851,564,1129084,4078148,1613608,360,0
27,Male,Single,Graduate,SelfEmployed,4,189003,23676,508,2872611,4070164,1892443,240,0
21,Female,Single,Graduate,SelfEmployed,26,70146,69465,392,4241772,2635280,1577891,120,0
22,Female,Married,HighSchool,Business,17,185269,49506,556,2008377,8684342,242330,360,0
42,Male,Single,Graduate,SelfEmployed,15,26826,72893,852,1898552,4674673,698787,120,0
59,Male,Single,Postgraduate,Salaried,28,140342,2601,319,4531311,3564531,2420991,240,0
36,Male,Single,HighSchool,SelfEmployed,12,88462,84330,631,4588782,2804546,2259784,120,0
32,Female,Married,Graduate,Salaried,21,165841,2145,310,2864712,6207989,155335,240,0
36,Female,Married,Postgraduate,SelfEmployed,17,167748,88670,816,637234,2073216,2804441,180,1
49,Male,Single,Postgraduate,SelfEmployed,24,124615,36387,387,233781,706466,1197924,180,0
26,Male,Single,Postgraduate,SelfEmployed,27,139701,52390,467,2827476,4154444,2668228,240,0
22,Female,Married,Postgraduate,Business,14,120252,45441,418,1722218,7295091,777193,360,0
52,Female,Married,Graduate,Salaried,21,173468,81553,595,4149219,7242071,397596,120,0
53,Female,Married,HighSchool,SelfEmployed,28,78512,98364,635,4448643,694298,1083036,180,0
38,Female,Single,HighSchool,Salaried,21,45612,57328,415,1001426,2037705,1663613,360,0
45,Male,Single,Postgraduate,Salaried,28,194258,55199,374,2031985,5138845,1502007,60,0
36,Female,Married,Postgraduate,Business,0,46483,43582,897,311650,7150348,351083,60,1
48,Female,Single,HighSchool,Salaried,3,20755,98984,412,984381,3804970,2521309,120,0
24,Female,Single,Postgraduate,Salaried,21,104750,51032,796,2811993,8554551,1202868,360,1
35,Male,Married,HighSchool,Business,28,71510,16537,733,4284291,6602254,368093,120,0
54,Female,Single,Graduate,Salaried,11,111803,72570,807,2767273,8476294,120016,240,1
53,Male,Single,Graduate,Salaried,2,100659,65215,717,1549158,7709048,645459,120,0
22,Female,Single,HighSchool,Salaried,23,151578,68991,620,3081197,9757266,557463,60,0
36,Male,Single,Postgraduate,Business,22,43837,68484,360,4507650,6461704,1052753,240,0
21,Male,Single,Postgraduate,Business,20,105619,34868,820,3225432,6714763,2256937,120,0
51,Male,Married,Graduate,Business,6,69350,89832,597,1533890,6071794,526167,180,0
25,Male,Married,Graduate,SelfEmployed,11,66235,57886,422,4294918,1321465,2399225,240,0
54,Male,Single,Graduate,SelfEmployed,4,107165,91877,802,3550288,1457331,526345,120,0
46,Female,Married,Graduate,SelfEmployed,6,193374,24732,622,2348943,9281644,1655761,120,0
33,Male,Single,Postgraduate,SelfEmployed,25,145497,78438,657,2964298,1760388,1223590,180,0
47,Male,Married,Postgraduate,Salaried,20,167729,96828,575,882254,2866550,1254638,180,1
30,Female,Married,Postgraduate,Salaried,26,35368,88258,400,498992,3117303,2982332,120,0
29,Female,Single,Postgraduate,Salaried,21,108918,15211,500,2581182,4559817,2607634,60,0
27,Female,Single,Postgraduate,Salaried,1,24519,81628,412,1908165,5968416,1068758,120,0
51,Male,Married,HighSchool,Business,13,117034,79964,678,60110,4029182,2914980,60,1
48,Male,Married,HighSchool,Business,7,150139,84191,466,206020,8459460,2484534,240,0
58,Male,Single,Graduate,Business,21,27838,75831,655,2414496,4764047,209931,240,0
54,Male,Married,Graduate,SelfEmployed,2,184396,18936,700,3785081,2896716,125805,60,0
46,Male,Married,HighSchool,Salaried,13,185677,34490,340,2251826,2372215,424261,180,0
22,Male,Single,Postgraduate,Salaried,23,87241,66395,360,4487022,7555192,324756,240,0
58,Male,Married,Postgraduate,SelfEmployed,21,151259,52384,718,3856572,630351,2003457,60,0
51,Male,Single,Postgraduate,Salaried,0,20167,64091,404,280,7657529,1277447,60,0
52,Male,Married,Graduate,Salaried,7,18216,66100,520,1631570,8180796,688658,240,0
28,Male,Single,HighSchool,SelfEmployed,1,151793,61309,652,3661076,5817727,2443409,60,0
53,Female,Married,Postgraduate,Salaried,26,103882,24787,819,1296724,4440551,2366745,240,0
32,Male,Single,Postgraduate,Salaried,7,102465,25588,401,4032131,7921280,1718793,240,0
41,Male,Single,HighSchool,Salaried,24,148542,12953,804,3370056,8085605,532149,60,1
35,Male,Married,HighSchool,Business,10,155258,57184,687,2322465,7668082,2235599,240,0
56,Female,Single,Postgraduate,SelfEmployed,11,120077,38582,570,4599427,5975975,2279550,240,0
46,Male,Single,HighSchool,SelfEmployed,19,101928,64379,523,2854409,5566521,1230773,120,0
32,Male,Single,Graduate,SelfEmployed,1,125275,41366,681,2778070,8172971,1718120,180,0
51,Male,Single,Postgraduate,SelfEmployed,29,141862,78342,711,2947859,3095753,423555,240,0
23,Female,Married,HighSchool,SelfEmployed,21,114422,2004,637,2256815,3218422,1514690,120,0
31,Male,Single,Graduate,Business,23,99337,62628,362,1818703,4321532,1657532,240,0
48,Female,Single,Postgraduate,Business,15,182241,95460,655,3995951,3991785,687082,60,0
25,Female,Single,Graduate,Business,10,184660,31082,475,3056023,7556749,2945231,120,0
46,Female,Married,HighSchool,Salaried,9,194809,69404,581,958932,8005106,2253598,360,1
58,Male,Married,Postgraduate,SelfEmployed,17,84467,29842,388,1615728,5016694,174847,180,0
48,Female,Single,Postgraduate,Business,26,31876,11107,544,1457987,6393267,2162705,60,0
54,Female,Married,Graduate,Business,2,166462,34621,378,2678105,2068907,1526147,60,0
25,Male,Married,Postgraduate,Business,3,125168,52394,562,2672444,4805620,148186,240,0
54,Male,Married,Postgraduate,SelfEmployed,22,152462,80924,609,1859064,9846424,1710005,180,0
40,Male,Married,Graduate,SelfEmployed,8,89100,25301,733,829135,8185489,1237500,180,0
31,Female,Single,Graduate,SelfEmployed,19,168210,49173,814,4258507,9030941,1880544,120,1
46,Female,Single,HighSchool,Salaried,20,78469,62112,523,3192817,8843854,1265945,120,0
56,Female,Single,Graduate,Business,14,33949,11817,462,828497,5051429,899309,120,0
40,Male,Single,Graduate,SelfEmployed,23,194787,66829,715,465730,9645161,1748192,120,1
52,Male,Single,Postgraduate,Salaried,25,19837,95296,777,891275,7372547,2073911,120,1
45,Female,Married,Graduate,SelfEmployed,26,15507,63435,427,2534815,9222850,507183,240,0
50,Male,Single,HighSchool,Salaried,23,172607,68444,353,3595677,9748216,2571443,120,0
51,Male,Married,Postgraduate,Salaried,3,96722,64383,427,2350220,9183295,196253,60,0
21,Male,Single,Postgraduate,SelfEmployed,11,190392,44520,326,3508092,2626860,1991693,180,0
31,Female,Single,Graduate,Business,17,189713,36530,599,1915409,8263419,1379678,180,0
25,Female,Single,Graduate,Salaried,22,163302,94680,572,4670388,8462893,2556102,60,0
47,Male,Single,Graduate,Business,29,116465,51366,869,3960640,2048413,2557040,60,0
49,Female,Single,Postgraduate,SelfEmployed,8,50081,32010,553,2192571,1155389,2983259,240,0
40,Female,Single,Graduate,Business,0,26913,75174,646,4140875,3407713,969563,60,0
25,Male,Single,Postgraduate,SelfEmployed,25,147977,12344,366,2792077,4569607,1631829,240,0
29,Female,Married,HighSchool,SelfEmployed,16,104903,74418,898,1890379,9428825,2404714,180,0
27,Male,Married,HighSchool,SelfEmployed,2,114965,4916,444,3106744,2997478,2439068,240,0
21,Female,Married,Graduate,Business,20,21174,62808,852,891440,3582841,818051,180,0
46,Male,Single,Postgraduate,Salaried,18,120221,67705,674,3612204,9794789,2341820,180,0
37,Female,Married,Graduate,Salaried,28,92289,53634,734,1690392,2420506,1600329,180,0
28,Male,Married,Postgraduate,Salaried,28,157786,54938,794,1927352,1328120,2315078,180,0
36,Male,Married,Graduate,SelfEmployed,24,19786,69236,697,117653,6203963,1449509,180,1
41,Female,Married,HighSchool,SelfEmployed,14,62998,16248,842,2718728,4029521,2964976,180,0
52,Female,Married,Graduate,Salaried,20,175282,85760,682,3380617,6806779,328349,120,0
37,Female,Single,Graduate,Salaried,4,120051,90874,734,4966079,2440305,1076761,240,0
55,Female,Single,HighSchool,SelfEmployed,9,119329,5475,500,3351913,4058870,546848,180,0
32,Male,Single,Postgraduate,Salaried,24,32542,95595,633,4304901,9543537,906021,180,0
50,Female,Married,HighSchool,SelfEmployed,25,149275,92211,554,2253541,2157180,2252717,360,0
51,Male,Single,HighSchool,Salaried,14,52481,56796,698,3132008,5413175,2627800,60,0
28,Female,Single,Postgraduate,Business,22,171449,22427,663,2924829,6939418,2410769,60,0
22,Female,Married,HighSchool,Business,23,104336,90338,783,1942161,3479847,909817,360,1
59,Female,Married,Graduate,SelfEmployed,17,85753,23294,510,3442217,9012544,765876,240,0
34,Male,Married,HighSchool,Business,7,175305,31198,874,192432,9311839,1319761,120,1
41,Female,Married,HighSchool,Salaried,7,47152,86295,476,4339953,2893664,1552112,240,0
33,Male,Married,Postgraduate,Salaried,19,138710,58847,837,294124,2810631,2295823,120,1
47,Female,Married,Postgraduate,SelfEmployed,19,113541,65405,616,3303824,5396970,2195630,240,0
45,Female,Single,HighSchool,SelfEmployed,13,134196,23070,628,4979895,8342752,421666,240,0
39,Male,Married,HighSchool,Salaried,25,57371,76780,608,2795698,6581841,1668945,180,0
49,Male,Single,HighSchool,Salaried,2,175992,53239,605,717061,6132437,2201769,360,1
37,Male,Married,Postgraduate,Business,28,113637,64199,604,604903,3194096,455942,240,1
36,Male,Single,HighSchool,SelfEmployed,18,109850,23402,755,3533470,4809666,2340851,240,0
22,Male,Single,Graduate,SelfEmployed,19,141258,91616,316,2948485,2987077,2187329,60,0
32,Female,Married,Postgraduate,Business,12,138742,7512,731,629079,9663369,724032,360,1
59,Female,Single,Graduate,SelfEmployed,8,172534,41947,417,1447717,9023140,1631492,60,0
54,Female,Married,Graduate,SelfEmployed,16,156347,87269,510,4848645,3249585,1515519,60,0
44,Female,Married,Graduate,SelfEmployed,24,127743,87768,856,2485586,8292329,1574304,180,1
42,Female,Married,HighSchool,SelfEmployed,5,143729,2859,804,3953540,9859600,1191037,60,1
54,Male,Single,Graduate,Salaried,16,118331,39847,798,3082260,6252493,1051432,240,1
23,Male,Single,Postgraduate,Business,29,120881,26643,857,2956389,9099350,303656,180,1
36,Male,Married,Postgraduate,Salaried,9,195175,20800,567,1448701,9872722,772725,60,0
49,Male,Married,Graduate,Business,8,53935,3353,335,1217386,4281431,2169199,120,0
52,Female,Single,Postgraduate,Salaried,16,122949,54764,894,763621,5550635,1003842,360,1
30,Female,Married,Postgraduate,SelfEmployed,12,101671,80675,872,3965514,1063211,1245346,180,0
29,Male,Single,HighSchool,Business,19,147055,65301,812,2172468,4017948,1404747,180,1
30,Male,Married,Graduate,Business,26,55070,45692,720,4865599,6063645,1427064,240,0
55,Female,Married,Graduate,Salaried,10,101399,15744,564,1688088,9213980,1683673,240,0
49,Male,Single,Postgraduate,Business,2,110383,79699,773,2725370,1028293,2379419,180,0
28,Female,Married,Graduate,SelfEmployed,29,178006,82624,874,2712452,2573922,355980,240,1
37,Male,Single,Graduate,SelfEmployed,17,93297,80680,806,281378,6640623,1968600,360,1
50,Male,Married,Postgraduate,Salaried,12,150525,18680,448,3103332,5018677,1675854,240,0
30,Female,Married,Graduate,SelfEmployed,14,141354,22362,863,4530007,5379116,2687691,60,0
37,Male,Single,Graduate,SelfEmployed,6,77354,83233,520,1804905,788254,2787516,240,0
48,Female,Single,Postgraduate,Salaried,14,191111,75836,723,3973392,5618675,2990634,180,0
52,Female,Married,Postgraduate,Salaried,24,102727,56588,453,2978823,1611920,1944621,60,0
26,Female,Single,Postgraduate,SelfEmployed,3,163619,57342,684,428023,7673404,222064,120,1
36,Male,Single,HighSchool,SelfEmployed,5,103042,60421,892,3412823,8524649,2794623,180,0
23,Male,Single,HighSchool,Salaried,20,157017,50515,706,3202622,4447767,2046921,60,0
38,Male,Married,HighSchool,Salaried,4,185547,65495,439,1741718,2907543,758283,60,0
32,Male,Married,Postgraduate,SelfEmployed,10,90689,57595,674,1641812,5448120,1406415,360,0
38,Female,Married,Graduate,Salaried,28,196468,94445,820,2710047,3059116,810509,360,1
31,Female,Married,Graduate,SelfEmployed,11,69448,41822,769,3683033,7437061,809164,60,1
30,Female,Single,Postgraduate,Business,15,124881,49814,706,2592665,5416460,1657884,60,0
33,Male,Single,Postgraduate,Salaried,27,81613,9754,819,860643,4972309,2934602,360,0
40,Male,Married,Graduate,SelfEmployed,12,114994,32752,798,692288,7659105,1640761,60,1
58,Male,Single,Graduate,Salaried,12,93895,78381,363,3820060,2891753,930482,60,0
41,Male,Single,Postgraduate,Business,6,53454,57651,754,3454783,6122807,2355130,120,0
22,Female,Single,Graduate,Business,28,106535,62603,851,1596633,3839273,1446495,60,1
24,Female,Single,HighSchool,SelfEmployed,4,72904,98665,684,4180591,2197002,1730069,120,0
41,Female,Married,Postgraduate,Salaried,23,34525,67367,639,2464668,5630948,1365826,180,0
59,Female,Single,HighSchool,Business,5,101255,9927,785,4394186,7494343,637593,360,1
42,Female,Single,Graduate,SelfEmployed,19,147299,17076,450,3449913,1231844,2304154,60,0
48,Male,Married,Graduate,Salaried,13,68293,24730,369,2371462,6255390,1832889,120,0
50,Male,Married,HighSchool,SelfEmployed,18,58957,52439,334,4969477,2745878,317402,180,0
57,Female,Single,Graduate,Business,11,51260,97426,411,3438582,4765067,1029298,180,0
40,Male,Single,Graduate,Salaried,20,46431,48639,414,2023098,3862258,242683,240,0
46,Male,Married,Postgraduate,SelfEmployed,21,40306,27074,652,2168971,2003545,1130777,60,0
38,Male,Single,HighSchool,Salaried,24,143085,10610,371,1037363,4279679,695204,240,0
45,Female,Married,Postgraduate,Salaried,22,81099,15578,371,4616247,5082393,1282405,60,0
40,Male,Single,Graduate,SelfEmployed,21,33768,41183,616,1538870,3607300,965555,180,0
21,Male,Single,HighSchool,Salaried,3,46490,66155,572,667838,5654448,2857889,120,0
35,Male,Married,Postgraduate,Salaried,17,23445,35639,824,3049122,4391363,763524,120,0
49,Female,Married,Graduate,SelfEmployed,8,104161,75406,302,14600,2653894,596157,60,1
43,Female,Married,Postgraduate,Business,4,150935,66395,703,4081101,1488268,721788,360,0
39,Male,Married,Graduate,Salaried,29,62741,58839,382,1907401,4933187,1470256,60,0
52,Female,Single,HighSchool,SelfEmployed,13,169390,22159,843,168929,1833661,1247299,360,1
53,Male,Married,HighSchool,Business,26,15914,15165,598,2162737,4660357,1516592,180,0
47,Male,Single,HighSchool,Business,16,65040,96924,606,4043115,8175371,2092656,60,0
31,Male,Married,Graduate,SelfEmployed,19,157364,5135,700,125732,5761132,1976144,180,1
37,Male,Married,Postgraduate,Salaried,9,163736,38144,858,571386,4156933,2423096,120,1
59,Female,Married,Postgraduate,Salaried,29,24116,24628,774,2685801,8868131,855248,360,0
31,Male,Single,Postgraduate,Salaried,13,40931,33543,701,3765636,1722526,448799,180,0
42,Female,Married,HighSchool,Salaried,4,57484,92792,525,908066,738974,1989827,360,0
46,Female,Single,HighSchool,Business,22,72690,26946,793,4367846,9840838,1895023,180,0
46,Male,Single,HighSchool,SelfEmployed,19,17474,57885,642,1885585,3099168,1961695,180,0
34,Male,Married,Graduate,Salaried,24,66614,11385,614,657857,5166095,2619844,240,0
22,Female,Single,Graduate,Business,27,180561,39289,739,3498484,5428397,2382537,360,0
39,Female,Married,Graduate,Business,23,34828,53204,805,3125447,2201823,2245888,360,0
45,Male,Married,Graduate,Salaried,9,198981,55456,853,4086670,3226590,1757911,180,1
38,Female,Married,Postgraduate,Salaried,21,88796,59021,503,4169539,1165896,512858,120,0
30,Male,Married,Graduate,SelfEmployed,29,174449,56301,612,1088387,5209262,2345228,360,0
38,Male,Married,Graduate,SelfEmployed,24,72970,59291,632,4581663,5490895,2944702,240,0
43,Female,Single,Postgraduate,Salaried,21,98847,42308,579,1134203,9940544,615979,240,0
35,Female,Single,Postgraduate,Salaried,12,52065,39483,661,1998733,7675474,1466080,180,0
42,Female,Married,HighSchool,Business,7,91880,96150,883,1497860,3352321,1617810,180,1
51,Male,Married,HighSchool,SelfEmployed,2,139601,18937,724,2472167,8037509,1957979,180,0
44,Male,Single,Postgraduate,Business,6,139780,15347,712,4869886,2541150,1060153,60,0
39,Male,Married,Graduate,SelfEmployed,14,166228,39524,456,672531,3858397,2653980,360,0
40,Female,Single,Postgraduate,SelfEmployed,4,175664,94211,461,764679,7307677,202323,240,0
55,Female,Single,Postgraduate,SelfEmployed,29,102419,86048,312,1580327,7942790,2296278,180,0
55,Male,Married,Graduate,Salaried,4,46553,27289,632,4750203,6203205,832144,180,0
37,Male,Single,Postgraduate,Salaried,29,192311,70065,306,857532,1336367,1501546,360,0
34,Male,Married,HighSchool,SelfEmployed,27,64641,43972,643,201394,1677854,1767286,60,1
31,Male,Single,HighSchool,Salaried,22,40169,35353,858,1532413,8695609,2827120,120,0
50,Male,Single,HighSchool,Business,8,192819,22516,702,2942976,5318687,2225857,60,0
44,Female,Single,HighSchool,Business,3,145445,13332,453,1815620,5182647,1092777,180,0
